gene_id	gene_iv	gene_CIR_length	gene_CER_length	gene_CIR_read_count	gene_CER_read_count	gene_CIR_RPKM	gene_CER_RPKM	gene_IRI
A1BG	chr19:58858171-58864865	4928	1766	33.71142857142857	14.288571428571426	0.11954304091036487	0.14138910730466708	0.8454897494527069
A1BG-AS1	chr19:58863335-58866549	1084	2130	16.41356687898089	0.5864331210191083	0.264601028764042	0.004811236758184745	54.99646807318512
A1CF	chr10:52559168-52645435	76738	9221	2.455	1.545	0.0005590605685514391	0.0029279813305888385	0.19093720397425074
A2M	chr12:9220303-9268558	43602	4653	2305.450698311091	410.54930168890945	0.9239899983589225	1.5418783369482538	0.5992625852618955
A2M-AS1	chr12:9217772-9220651	692	2187	44.405004026382485	143.5949959736175	1.1213563864402964	1.1473828766574006	0.9773166475231655
A2ML1	chr12:8975149-9029381	27993	3618	3.0	0.0	0.0018727924595129146	0.0	inf
A2MP1	chr12:9381128-9386803	4474	1201	57.37022667151133	17.62977332848867	0.22408275099175312	0.2565201957048476	0.8735481835105996
A3GALT2	chr1:33772366-33786699	5125	1023	11.41044776119403	3.8849831331149134	0.03890690269577611	0.06636381521899311	0.586266816749274
A4GALT	chr22:43088126-43116876	26658	2092	15.489098338219247	57.51090166178075	0.0101535150044162	0.4804036936479293	0.02113538080299888
A4GNT	chr3:137842559-137851229	6899	1771	9.075	9.925	0.022986790105872394	0.09793316624176818	0.23471915580800046
AA06	chr17:31856805-31860779	3342	632	0.0	0.0	0.0	0.0	NA
AAAS	chr12:53701239-53715412	7554	1738	25.999697892126832	75.00030210787318	0.06014633413946503	0.7541037182518393	0.07975870252820932
AACS	chr12:125549924-125627871	74626	3321	113.75867852853678	112.24132147146322	0.02663865026978827	0.5906112798381123	0.04510352439778999
AACSP1	chr5:178191863-178203277	9241	2173	0.0	0.0	0.0	0.0	NA
AADAC	chr3:151531860-151546276	12810	1606	0.0	0.0	0.0	0.0	NA
