gene_id	gene_iv	gene_CIR_length	gene_CER_length	gene_CIR_read_count	gene_CER_read_count	gene_CIR_RPKM	gene_CER_RPKM	gene_IRI
A1BG	chr19:58858171-58864865	4928	1766	18.07896122014054	23.921038779859458	0.05670106337107824	0.20935231399980828	0.2708403947764827
A1BG-AS1	chr19:58863335-58866549	1084	2130	4.652607337789516	3.347392662210484	0.06633695746378548	0.024289327242560412	2.7311154731180896
A1CF	chr10:52559168-52645435	76738	9221	26.0	6.0	0.005236622911485063	0.010056842716413389	0.5207024768259099
A2M	chr12:9220303-9268558	43259	4653	10509.834211277379	1726.6211029143763	3.7549816508921467	5.735250900219957	0.6547196829258397
A2M-AS1	chr12:9217772-9220651	692	2187	200.5804626711966	611.4195373288032	4.479927275555697	4.3209471926983385	1.0367928779888835
A2ML1	chr12:8975149-9029381	27993	3618	3.7513980725361193	3.2486019274638807	0.0020712481640875963	0.013877663887622559	0.14925049207561047
A2MP1	chr12:9381128-9386803	4474	1201	360.48986789661353	103.51013210338641	1.2453330460840244	1.3320737960275668	0.93488292450297
A3GALT2	chr1:33772366-33786699	5125	1023	54.81255802363049	10.786727690655226	0.1653006762962759	0.16296806581121695	1.0143132979669836
A4GALT	chr22:43088126-43116876	26658	2092	7.0	0.0	0.004058437909922818	0.0	inf
A4GNT	chr3:137842559-137851229	6899	1771	9.0	11.0	0.020162519210330743	0.09599808145760648	0.2100304391940861
AA06	chr17:31856805-31860779	3342	632	0.0	0.0	0.0	0.0	NA
AAAS	chr12:53701239-53715412	12336	1738	30.408993039858508	69.5910069601415	0.03809922207622764	0.6188590954747527	0.06156364567446509
AACS	chr12:125549924-125627871	74626	3321	200.22685512438346	113.77314487561657	0.04146871634102297	0.5294918953154645	0.07831794349999718
AACSP1	chr5:178191863-178203277	9241	2173	1.0	1.0	0.0016725128356968558	0.007112605206937249	0.23514771128665735
AADAC	chr3:151531860-151546276	12810	1606	0.0	0.0	0.0	0.0	NA
AADACL2	chr3:151451703-151475556	22353	1500	0.0	0.0	0.0	0.0	NA
AADACL2-AS1	chr3:151468966-151645963	23034	712	0.0	1.0	0.0	0.021707431340835175	0.0
AADACL3	chr1:12776117-12788726	8560	3832	5.0	1.0	0.009027856959506217	0.004033322315938059	2.2383177570093458
AADACL4	chr1:12704565-12727097	20957	1575	4.0	0.0	0.0029499816032208127	0.0	inf
AADACP1	chr3:151488243-151502682	13150	1289	0.0	0.0	0.0	0.0	NA
AADAT	chr4:170981372-171011538	27473	2030	7.0	0.0	0.003938042361690479	0.0	inf
AAED1	chr9:99403532-99417599	12842	1225	88.28994706491525	103.71005293508475	0.10625931711309027	1.3084984029805928	0.08120706671941293
AAGAB	chr15:67493012-67547536	50718	3021	1639.802881096001	700.1971189039984	0.4997099021880465	3.582267589925625	0.13949541446690794
AAK1	chr2:69685126-69870977	164586	21265	8001.497651817345	3000.502348182654	0.7513924401910451	2.1808059008872345	0.34454805899293933
AAMDC	chr11:77532207-77583398	50687	504	693.6985561978812	33.30144380211884	0.21152545250833982	1.0212238672187404	0.20712936634003704
AAMP	chr2:219128851-219134893	4249	1793	31.54414841068366	524.4558515893164	0.11474149548387427	4.520818541800402	0.02538069033803308
AANAT	chr17:74449432-74466199	1488	846	30.54219822934489	23.457801770655113	0.3172384286262886	0.42855382789185975	0.7402534010414668
