gene_id	gene_iv	gene_CIR_length	gene_CER_length	gene_CIR_read_count	gene_CER_read_count	gene_CIR_RPKM	gene_CER_RPKM	gene_IRI
A1BG	chr19:58858171-58864865	4928	1766	78.77924356542218	69.22075643457781	0.23419377388389123	0.5742220686810375	0.40784530351092896
A1BG-AS1	chr19:58863335-58866549	1084	2130	22.715999077270627	4.284000922729374	0.3069988848502457	0.029464846981505043	10.419157616632035
A1CF	chr10:52559168-52645435	73725	9221	27.355	13.215621468926553	0.005435708710606977	0.020996350139266394	0.25888826746327537
A2M	chr12:9220303-9268558	43602	4653	11750.285055772096	1893.714944227908	3.94799168836846	5.9623270096465255	0.6621561819707228
A2M-AS1	chr12:9217772-9220651	692	2187	251.4602806796757	692.5397193203243	5.323503443069492	4.639061621095335	1.1475388511464852
A2ML1	chr12:8975149-9029381	27993	3618	11.479166666666668	0.5208333333333334	0.006007519028726481	0.002108941080180118	2.848595005894331
A2MP1	chr12:9381128-9386803	4474	1201	288.9705407580595	63.02945924194049	0.9462193578906561	0.7688379490213788	1.2307136492092496
A3GALT2	chr1:33772366-33786699	5125	1023	14.0	2.0531914893617023	0.04001920009738615	0.029402757323450518	1.3610696322507265
A4GALT	chr22:43088126-43116876	1493	2092	4.0	1.0	0.03924952645662693	0.0070028134559923525	5.604822505023443
A4GNT	chr3:137842559-137851229	6899	1771	0.0	1.0	0.0	0.00827209810837719	0.0
AA06	chr17:31856805-31860779	3342	632	0.0	0.0	0.0	0.0	NA
AAAS	chr12:53701239-53715412	12336	1738	86.81163615834134	132.18836384165866	0.1030950511903951	1.114237300202112	0.0925252198716509
AACS	chr12:125549924-125627871	74626	3321	400.1145630730394	244.88543692696058	0.07854678846388106	1.080260064078028	0.07271099902310892
AACSP1	chr5:178191863-178203277	9241	2173	3.0	0.0	0.004755941700011688	0.0	inf
AADAC	chr3:151531860-151546276	12810	1606	0.0	0.0	0.0	0.0	NA
