gene_id	gene_iv	gene_CIR_length	gene_CER_length	gene_CIR_read_count	gene_CER_read_count	gene_CIR_RPKM	gene_CER_RPKM	gene_IRI
A1BG	chr19:58858171-58864865	4928	1766	40.29828269008977	42.70171730991023	0.12910705419176938	0.38175855136107795	0.33819033976178386
A1BG-AS1	chr19:58863335-58866549	1084	2130	11.371820593599734	1.6281794064002653	0.16562841634060696	0.012068597018451564	13.723916382938237
A1CF	chr10:52559168-52645435	76738	9221	25.778680011330376	10.221319988669624	0.005303765715916033	0.017501009260193483	0.30305484884118034
A2M	chr12:9220303-9268558	43259	4653	18418.193757580684	3369.2777625264475	6.722095740331275	11.432412738208265	0.5879857466889171
A2M-AS1	chr12:9217772-9220651	692	2187	391.5377062853066	1103.4622937146935	8.933088363899833	7.966046672551941	1.121395433782727
A2ML1	chr12:8975149-9029381	27993	3618	18.072420099703336	4.927579900296664	0.010192975992181517	0.021503009393187292	0.4740255564140206
A2MP1	chr12:9381128-9386803	4474	1201	537.9677285317506	163.03227146824943	1.8984290742688963	2.1432098873438044	0.8857877548436107
A3GALT2	chr1:33772366-33786699	5125	1023	12.0	1.0778504786138374	0.03696762145666398	0.016634778304124895	2.2223092355548366
A4GALT	chr22:43088126-43116876	26658	2092	2.0	0.0	0.001184504088612567	0.0	inf
A4GNT	chr3:137842559-137851229	6899	1771	1.0	4.0	0.0022884845625622415	0.035659525685187814	0.06417596753152631
AA06	chr17:31856805-31860779	3342	632	0.0	0.0	0.0	0.0	NA
AAAS	chr12:53701239-53715412	12336	1738	58.37141314722757	81.62858685277243	0.07470677329040946	0.7415264351472242	0.10074728256394128
AACS	chr12:125549924-125627871	74626	3321	272.85741797172346	221.14258202827656	0.057727099037768057	1.0513265509735839	0.05490881875313595
AACSP1	chr5:178191863-178203277	9241	2173	1.0	0.0	0.00170850070307509	0.0	inf
AADAC	chr3:151531860-151546276	12810	1606	0.0	0.0	0.0	0.0	NA
AADACL2	chr3:151451703-151475556	22353	1500	0.0	0.0	0.0	0.0	NA
AADACL2-AS1	chr3:151468966-151645963	176225	712	119.0	0.0	0.010661383712055111	0.0	inf
AADACL3	chr1:12776117-12788726	8560	3832	0.0	0.0	0.0	0.0	NA
AADACL4	chr1:12704565-12727097	20957	1575	0.0	0.0	0.0	0.0	NA
AADACP1	chr3:151488243-151502682	13150	1289	0.0	0.0	0.0	0.0	NA
AADAT	chr4:170981372-171011538	27473	2030	3.0	0.0	0.0017240477920631428	0.0	inf
AAED1	chr9:99403532-99417599	12842	1225	117.88222487606146	128.11777512393851	0.14492716290069585	1.6512294720979772	0.08776924428108589
AAGAB	chr15:67493012-67547536	50718	3021	2355.2732326731702	926.7267673268286	0.7331845574614115	4.843230226815558	0.15138337909314775
AAK1	chr2:69685126-69870977	164586	21265	13607.129109341133	4839.870890658867	1.3052922129280136	3.593374830700471	0.3632496676316864
AAMDC	chr11:77532207-77583398	50687	504	1145.5136952099392	47.486304790060665	0.35681066787665827	1.4875513668577218	0.2398644348197394
AAMP	chr2:219128851-219134893	4249	1793	43.3877074989195	1187.6122925010804	0.161218213634564	10.457515734365671	0.015416492571439878
AANAT	chr17:74449432-74466199	1488	846	24.592988080938742	8.407011919061258	0.2609411068299177	0.15689367369023677	1.6631716288644445
AAR2	chr20:34824338-34844863	17760	2486	487.61957190529785	379.3804280947021	0.4334832287627154	2.409394585548886	0.17991375566404505
AARD	chr8:117950463-117956239	3990	1786	0.0	1.0	0.0	0.008840008397041941	0.0
AARS	chr16:70286296-70323412	33772	3344	160.1245667075325	719.8754332924673	0.0748575000142538	3.398796921944227	0.022024705133436677
AARS2	chr6:44266462-44281063	9819	4782	224.28594967513115	557.7140503248688	0.3606358861127915	1.8413491514019071	0.19585415717503776
AARSD1	chr17:41102542-41116515	12609	1364	0.0	0.0	0.0	0.0	NA
AASDH	chr4:57204450-57253674	35569	1687	283.23916861835283	284.76083138164717	0.12572330454378663	2.665012815082665	0.047175497180446724
AASDHPPT	chr11:105948291-105969419	18267	2861	1069.5097581893879	879.4902418106121	0.9243823717194338	4.853413563502954	0.1904602522790702
AASS	chr7:121713597-121784344	64876	5871	113.03570173796291	69.96429826203708	0.02750842349739517	0.18814753562517195	0.14620666386084127
AATF	chr17:35306174-35414171	105856	2141	4720.16141359008	1525.8385864099212	0.7040046102753929	11.251905038150506	0.06256759258884674
AATK	chr17:79091095-79139872	9564	5042	436.40921909891694	1283.5907809010828	0.7204245121524845	4.019369012458293	0.1792382112514383
AATK-AS1	chr17:79139306-79156964	16081	1577	18.0	1.0	0.017672320747969924	0.010011575774963163	1.7651887320440272
ABAT	chr16:8768443-8878432	58952	4689	0.0	0.0	0.0	0.0	NA
ABCA1	chr9:107543283-107690527	136742	10502	12787.58527187438	6284.4147281256155	1.476456809683413	9.447718742647528	0.1562765414489537
ABCA10	chr17:67144147-67240956	90478	6331	679.9468631155439	85.0531368844559	0.11864955524390407	0.21210560945134718	0.5593890494023918
ABCA11P	chr4:419223-467998	1279	1895	0.0	179.91944116273856	0.0	1.499004757792131	0.0
ABCA12	chr2:215796265-216003151	84635	7895	22.70301652892562	2.2969834710743804	0.004235139294174249	0.004593459248319826	0.9219934400688018
ABCA13	chr7:48211056-48687091	457628	17184	1467.8657531878475	744.1342468121528	0.05064165394788956	0.6836930424090897	0.07407074638268438
ABCA17P	chr16:2390922-2476700	81590	4188	0.0	0.0	0.0	0.0	NA
ABCA2	chr9:139901685-139923374	12901	7940	91.58482864262015	748.4151713573797	0.11208159278171795	1.4881825653779917	0.07531441060341258
ABCA3	chr16:2325878-2390747	58246	6623	0.0	0.0	0.0	0.0	NA
ABCA4	chr1:94458393-94586705	120987	7325	16.43354707082483	1.5664529291751677	0.0021445033901270885	0.003376321950416144	0.6351596268426862
ABCA5	chr17:67240575-67323323	61057	8046	609.3028447083904	1208.117936116912	0.157554886134674	2.3706281434258516	0.06646124006061434
ABCA6	chr17:67074846-67138015	57873	5296	58.59300399602449	37.40699600397551	0.015984678315213045	0.111516463668221	0.14333917871328825
ABCA7	chr19:1040101-1065570	18651	6818	281.5017445590911	2428.498255440908	0.23829399631291603	5.623606587995689	0.04237387388043559
ABCA8	chr17:66863427-66951533	82102	5708	2.99	0.01	0.0005749784711868109	2.765987210426928e-05	20.787459501595578
ABCA9	chr17:66970772-67057136	80063	6301	47.53506313131313	26.46493686868687	0.009373814346467434	0.06631251734096634	0.14135814356540055
ABCB1	chr7:87133178-87342639	204745	4716	989.259173851884	603.7408261481161	0.07628355317595423	2.021207403604004	0.03774157616874618
ABCB10	chr1:229652328-229694442	38257	3857	1092.4054579494834	589.5945420505163	0.45082405652164875	2.413448010060129	0.18679667208178927
ABCB11	chr2:169779448-169887833	103610	4775	15.84375	4.15625	0.002414295580644445	0.013742394729165892	0.1756823048839162
ABCB4	chr7:87031360-87105019	69671	3826	758.3288371690941	291.67116283090604	0.171846091672185	1.20360133143752	0.14277658821375747
ABCB5	chr7:20655244-20796637	10805	726	0.0	0.0	0.0	0.0	NA
ABCB6	chr2:220074487-220083712	6207	3018	31.277418815167493	144.72258118483253	0.07955789655316362	0.7570964266358813	0.10508291117774125
ABCB7	chrX:74273006-74376175	100641	2327	2289.179169337147	614.8208306628533	0.3591194886734347	4.171443082098994	0.08608998890924152
ABCB8	chr7:150725508-150744869	14626	4296	121.6406760617361	186.35932393826388	0.1313068516124972	0.6848902531256106	0.19171955070649135
ABCB9	chr12:123405497-123451056	33988	2032	19.0463984257677	14.953601574232305	0.008847516627124468	0.11618665097404943	0.07614916647438769
ABCC1	chr16:16043433-16236930	186934	6563	2511.597845483551	905.4021545164503	0.212126992600082	2.1780771126687126	0.09739186522196687
ABCC10	chr6:43395291-43418163	13587	4652	216.5629587244003	538.4370412755995	0.2516487241680235	1.8273820523543263	0.13770996811740013
ABCC11	chr16:48200821-48269088	60499	4416	21.51017985611511	0.4898201438848921	0.005613451538078196	0.0017512240340532537	3.2054445513094723
ABCC12	chr16:48116883-48180681	58630	5168	2.0	0.0	0.000538572573669347	0.0	inf
ABCC13	chr21:15646119-15673692	16775	712	2.836734693877551	66.16326530612244	0.0026698712790525865	1.4671383484479765	0.00181978153721967
ABCC2	chr10:101542354-101611949	54310	5446	177.23204428350442	167.9174675732041	0.05152245827303044	0.4868020191913066	0.10583862893301355
ABCC3	chr17:48712217-48769063	31186	1780	0.0	0.0	0.0	0.0	NA
