gene_id	gene_iv	gene_CIR_length	gene_CER_length	gene_CIR_read_count	gene_CER_read_count	gene_CIR_RPKM	gene_CER_RPKM	gene_IRI
A1BG	chr19:58858171-58864865	4928	1766	10.271897719989013	16.728102280010987	0.03473244171975844	0.15783790375289283	0.22005133680775885
A1BG-AS1	chr19:58863335-58866549	1084	2130	2.59	0.41	0.039813083095205606	0.0032074476862677297	12.412699126991267
A1CF	chr10:52559168-52645435	76738	9221	1.0	0.0	0.0002171425093476207	0.0	inf
A2M	chr12:9220303-9268558	43259	4653	14916.671825084823	2664.965256595372	5.745803741026146	9.543635135220402	0.6020560991295117
A2M-AS1	chr12:9217772-9220651	692	2187	335.5454211090661	979.4545788909344	8.079798883203972	7.462611727512876	1.0827039082598489
A2ML1	chr12:8975149-9029381	22772	3618	7.78	1.22	0.005692902557721406	0.005618839109018136	1.0131812723707285
A2MP1	chr12:9381128-9386803	4474	1201	401.02516029765025	144.97483970234973	1.4935885299305618	2.0114301622282587	0.7425505284637709
A3GALT2	chr1:33772366-33786699	5125	1023	13.09023610053313	1.9347638994668699	0.04256071726869364	0.03151430037123048	1.350520772072969
A4GALT	chr22:43088126-43116876	1493	2092	21.10934604399167	249.89065395600832	0.23559729511936556	1.9904151187834074	0.11836590914932793
A4GNT	chr3:137842559-137851229	6899	1771	1.5	1.5	0.0036229341677745434	0.014113282226694848	0.25670387012610524
AA06	chr17:31856805-31860779	3342	632	0.0	0.0	0.0	0.0	NA
AAAS	chr12:53701239-53715412	12336	1738	37.816749169176894	83.18325083082311	0.051081678658322395	0.7975197467384227	0.06405067569452497
AACS	chr12:125549924-125627871	74626	3321	177.2735887918747	99.72641120812533	0.03958304512651526	0.5003761986722913	0.07910657067931237
AACSP1	chr5:178191863-178203277	9241	2173	0.0	0.0	0.0	0.0	NA
AADAC	chr3:151531860-151546276	12810	1606	0.0	0.0	0.0	0.0	NA
AADACL2	chr3:151451703-151475556	22353	1500	0.0	0.0	0.0	0.0	NA
AADACL2-AS1	chr3:151468966-151645963	176225	712	259.87	0.13	0.02457219514119963	0.003042416635816437	8.076538516101575
AADACL3	chr1:12776117-12788726	8560	3832	0.0	0.0	0.0	0.0	NA
AADACL4	chr1:12704565-12727097	20957	1575	1.0	0.0	0.0007951081682644328	0.0	inf
AADACP1	chr3:151488243-151502682	13150	1289	0.0	0.0	0.0	0.0	NA
AADAT	chr4:170981372-171011538	27473	2030	0.0	0.0	0.0	0.0	NA
AAED1	chr9:99403532-99417599	12842	1225	85.31058026407219	95.6894197359278	0.11069437660553438	1.3016168459846806	0.08504374920085907
AAGAB	chr15:67493012-67547536	50718	3021	1371.3971962059095	629.6028037940903	0.45056397676485677	3.4727319010121622	0.12974338060290097
AAK1	chr2:69685126-69870977	164586	21265	9402.171400059999	3204.828599940001	0.9518984112305151	2.511277751215325	0.3790494344043971
AAMDC	chr11:77532207-77583398	50687	504	615.3050315665351	41.694968433464815	0.20227825919062606	1.3785053037449932	0.1467373818882637
AAMP	chr2:219128851-219134893	4249	1793	32.845671891562986	640.154328108437	0.12880915985146046	5.949215831896803	0.02165145180325252
AANAT	chr17:74449432-74466199	1488	846	33.15671785397363	14.843282146026372	0.3712991294016588	0.29235795012007343	1.2700155041077683
AAR2	chr20:34824338-34844863	17760	2486	257.93514629307913	241.06485370692087	0.24200419273700316	1.6158018488605645	0.14977343472385574
AARD	chr8:117950463-117956239	3990	1786	0.0	0.0	0.0	0.0	NA
AARS	chr16:70286296-70323412	33772	3344	109.43010188354113	571.569898116459	0.05399273801006207	2.8481208175187054	0.018957320096097876
AARS2	chr6:44266462-44281063	9819	4782	120.6273458509732	263.37265414902686	0.20470754060102095	0.9177331872958133	0.2230577943946986
AARSD1	chr17:41102542-41116515	12609	1364	0.0	0.0	0.0	0.0	NA
AASDH	chr4:57204450-57253674	35569	1687	247.0658033163447	175.9341966836553	0.11574342014059591	1.7377628483933245	0.06660484210927185
AASDHPPT	chr11:105948291-105969419	18267	2861	513.5712503127504	582.4287496872494	0.4684775713782038	3.3921908237170797	0.13810472220570938
AASS	chr7:121713597-121784344	64876	5871	47.900154538735464	31.099845461264533	0.01230291937318302	0.08826763267730844	0.13938200221320554
AATF	chr17:35306174-35414171	105856	2141	3892.0106796695345	1128.9893203304657	0.6126520239021735	8.7867545487757	0.06972449503412352
AATK	chr17:79091095-79139872	9564	5042	270.535729880611	903.4642701193889	0.47134661429247265	2.9858189430281215	0.15786175360467372
AATK-AS1	chr17:79139306-79156964	16081	1577	8.0	0.0	0.008289574967883946	0.0	inf
ABAT	chr16:8768443-8878432	58952	4689	0.0	0.0	0.0	0.0	NA
ABCA1	chr9:107543283-107690527	136742	10502	17387.84633907828	11157.153660921711	2.1188450315573837	17.702586652593727	0.11969126733504436
ABCA10	chr17:67144147-67240956	90478	6331	690.743241366233	92.25675863376706	0.12721226365020327	0.24281818406439465	0.5238992464273885
ABCA11P	chr4:419223-467998	1279	1895	0.0	44.798165137614674	0.0	0.3939184664198756	0.0
ABCA12	chr2:215796265-216003151	92404	7895	10.92361111111111	1.0763888888888888	0.0019698392536582838	0.002271812057349277	0.8670784395592426
ABCA13	chr7:48211056-48687091	458851	17184	1708.1777055072648	998.8222944927347	0.06203213020439566	0.9685438593468866	0.06404679520267206
ABCA17P	chr16:2390922-2476700	81590	4188	0.0	0.0	0.0	0.0	NA
ABCA2	chr9:139901685-139923374	12901	7940	82.28777239296838	656.7122276070317	0.10628384538388927	1.3781926475737076	0.07711827919776003
ABCA3	chr16:2325878-2390747	58246	6623	0.0	0.0	0.0	0.0	NA
ABCA4	chr1:94458393-94586705	120987	7325	12.08433734939759	0.9156626506024097	0.0016643300746903575	0.0020829708837635536	0.7990174455454762
ABCA5	chr17:67240575-67323323	61950	8046	730.3067863882076	1355.693213611792	0.1964352184148348	2.8076096228828904	0.06996528891118864
ABCA6	chr17:67074846-67138015	57873	5296	54.53813300476371	33.46186699523629	0.01570289039737204	0.10528282282417806	0.14914959512052417
ABCA7	chr19:1040101-1065570	18651	6818	276.15401643966743	2451.8459835603317	0.24672012160554885	5.992271983997892	0.041173051267433196
ABCA8	chr17:66863427-66951533	82102	5708	2.0	0.0	0.0004059117167016082	0.0	inf
ABCA9	chr17:66970772-67057136	80063	6301	36.27949506204231	16.720504937957696	0.007550656318998191	0.04421760718852353	0.17076130526027034
ABCB1	chr7:87133178-87342639	204745	4716	411.0239458204842	216.97605417951578	0.033451003271386594	0.7666432903510341	0.04363307380681555
ABCB10	chr1:229652328-229694442	38257	3857	904.9316028511057	1006.0683971488942	0.39414876744661087	4.346435074126046	0.09068322906580258
ABCB11	chr2:169779448-169887833	99492	4775	45.8712893081761	21.128710691823898	0.007682598096225059	0.07373181912579338	0.10419650820113129
ABCB4	chr7:87031360-87105019	69671	3826	65.47464480830968	13.525355191690336	0.015659447512688673	0.058905933362929194	0.26583820370366135
ABCB5	chr7:20655244-20796637	10805	726	0.0	0.0	0.0	0.0	NA
ABCB6	chr2:220074487-220083712	6207	3018	53.92520024373729	395.07479975626273	0.14476559161942545	2.1813001119877007	0.06636665483297867
ABCB7	chrX:74273006-74376175	100641	2327	1403.0714592642767	367.9285407357233	0.23230586552661092	2.6346469278560494	0.08817343343825217
ABCB8	chr7:150725508-150744869	14626	4296	96.46674622189701	128.53325377810302	0.109902453932465	0.4985475168308318	0.22044529402351298
ABCB9	chr12:123405497-123451056	33988	2032	13.584507042253522	3.415492957746479	0.006659990384135344	0.028008188397347	0.23778726027014993
ABCC1	chr16:16043433-16236930	182338	6563	1684.077449153032	689.2073653380625	0.15390056066975466	1.7498581079574274	0.0879503086392528
ABCC10	chr6:43395291-43418163	13587	4652	142.77561867697554	380.22438132302455	0.17509986198667948	1.361932502072045	0.12856720999042348
