gene_id,gene_iv,gene_CIR_length,gene_CER_length,gene_CIR_read_count,gene_CER_read_count,gene_CIR_RPKM,gene_CER_RPKM,gene_IRI
A1BG,chr19:58858171-58864865,4928,1766,91.18817324,447.8118268,0.274023982,3.75513553,0.072973127
A1BG-AS1,chr19:58863335-58866549,1084,2130,53.68361513,9.316384869,0.733387035,0.064772189,11.32256061
A1CF,chr10:52559168-52645435,76738,9221,12.35425209,6.645747915,0.002384112,0.010673002,0.223377868
A2M,chr12:9220303-9268558,43602,4653,72.43082475,6.569175249,0.024600151,0.020907329,1.176628123
A2M-AS1,chr12:9217772-9220651,692,2187,0.827777778,8.172222222,0.017714481,0.055336558,0.320122562
A2ML1,chr12:8975149-9029381,27993,3618,2,0,0.001058038,0,inf
A2MP1,chr12:9381128-9386803,4474,1201,7.304411765,8.695588235,0.024177424,0.107220225,0.225493127
A3GALT2,chr1:33772366-33786699,13310,1023,116.8394309,3.160569106,0.129996642,0.045752035,2.841330286
A4GALT,chr22:43088126-43116876,26658,2092,0,0,0,0,NA
A4GNT,chr3:137842559-137851229,6899,1771,0,0,0,0,NA
AA06,chr17:31856805-31860779,3342,632,0,0,0,0,NA
AAAS,chr12:53701239-53715412,12336,1738,91.95249693,1143.047503,0.110384964,9.739468636,0.011333777
AACS,chr12:125549924-125627871,74626,3321,323.5906515,592.4093485,0.064213532,2.641640923,0.024308199
AACSP1,chr5:178191863-178203277,9241,2173,0,0,0,0,NA
AADAC,chr3:151531860-151546276,12810,1606,0,0,0,0,NA
AADACL2,chr3:151451703-151475556,22353,1500,0,0,0,0,NA
AADACL2-AS1,chr3:151468966-151645963,23034,712,0,0,0,0,NA
AADACL3,chr1:12776117-12788726,8560,3832,1,0,0.001730004,0,inf
AADACL4,chr1:12704565-12727097,20957,1575,0,0,0,0,NA
AADACP1,chr3:151488243-151502682,13150,1289,0,0,0,0,NA
AADAT,chr4:170981372-171011538,27473,2030,2.506849315,4.493150685,0.001351272,0.032777491,0.04122562
AAED1,chr9:99403532-99417599,12842,1225,76.81174117,564.1882588,0.088575926,6.820382186,0.012986945
AAGAB,chr15:67493012-67547536,50718,3021,429.5644219,1749.435578,0.125425818,8.575668515,0.014625777
AAK1,chr2:69685126-69870977,164586,21265,1917.74228,14350.25772,0.17255125,9.993441393,0.017266449
AAMDC,chr11:77532207-77583398,50687,504,300.0915049,82.90849508,0.087675423,2.43606713,0.035990561
AAMP,chr2:219128851-219134893,4249,1793,328.8033604,2288.19664,1.145962147,18.89878177,0.060636826
AANAT,chr17:74449432-74466199,1488,846,17.83766407,13.16233593,0.177523481,0.230400472,0.770499644
AAR2,chr20:34824338-34844863,17760,2486,958.4833316,4669.516668,0.799212669,27.81580044,0.028732327
AARD,chr8:117950463-117956239,3990,1786,0,9,0,0.074624565,0
AARS,chr16:70286296-70323412,33772,3344,222.8911439,1591.108856,0.097736501,7.046190499,0.013870829
AARS2,chr6:44266462-44281063,9819,4782,212.7399674,1070.260033,0.3208504,3.314366205,0.096805959
AARSD1,chr17:41102542-41116515,12609,1364,0,0,0,0,NA
AASDH,chr4:57204450-57253674,35569,1687,66.40047371,504.5995263,0.027645235,4.429477623,0.006241195
AASDHPPT,chr11:105948291-105969419,18267,2861,294.5112569,2625.488743,0.238756622,13.5897998,0.017568811
AASS,chr7:121713597-121784344,64876,5871,40,300,0.009130545,0.756710797,0.012066095
AATF,chr17:35306174-35414171,105856,2141,554.5311368,3280.468863,0.077576684,22.69028803,0.003418938
AATK,chr17:79091095-79139872,9564,5042,3.449592038,29.55040796,0.005341324,0.08679234,0.061541422
AATK-AS1,chr17:79139306-79156964,16081,1577,3.338888889,0.661111111,0.003074749,0.006208169,0.49527471
ABAT,chr16:8768443-8878432,58952,4689,0,0,0,0,NA
ABCA1,chr9:107543283-107690527,136742,10502,289.0232415,2549.976758,0.031300523,3.595712537,0.008704957
ABCA10,chr17:67144147-67240956,90478,6331,57.47397853,37.52602147,0.009406954,0.087777047,0.107168724
ABCA11P,chr4:419223-467998,46880,1895,153.9539221,113.0460779,0.048632199,0.883419622,0.055049942
ABCA12,chr2:215796265-216003151,92404,7895,22.04347826,1.956521739,0.003532727,0.003669892,0.962624273
ABCA13,chr7:48211056-48687091,458851,17184,9,7,0.000290464,0.006032461,0.048150084
ABCA17P,chr16:2390922-2476700,81590,4188,0,0,0,0,NA
ABCA2,chr9:139901685-139923374,12901,7940,91.25993732,4388.740063,0.104755672,8.185403877,0.012797862
ABCA3,chr16:2325878-2390747,58246,6623,0,0,0,0,NA
ABCA4,chr1:94458393-94586705,120987,7325,0,0,0,0,NA
ABCA5,chr17:67240575-67323323,61950,8046,117.1629505,1017.837049,0.028007203,1.873350252,0.014950329
ABCA6,chr17:67074846-67138015,57873,5296,4.198401163,6.801598837,0.001074308,0.01901883,0.056486531
ABCA7,chr19:1040101-1065570,18651,6818,318.9960399,5454.00396,0.253281766,11.84620403,0.021380838
ABCA8,chr17:66863427-66951533,82102,5708,0,0,0,0,NA
ABCA9,chr17:66970772-67057136,80063,6301,1,2,0.000184965,0.00470047,0.039350262
ABCB1,chr7:87133178-87342639,204745,4716,331.2009934,827.7990066,0.02395516,2.599392495,0.009215677
ABCB10,chr1:229652328-229694442,38257,3857,362.1104081,1965.889592,0.140168638,7.547971309,0.018570372
ABCB11,chr2:169779448-169887833,103610,4775,0,0,0,0,NA
ABCB4,chr7:87031360-87105019,69671,3826,140.9337017,80.06629829,0.029955983,0.309902829,0.096662502
ABCB5,chr7:20655244-20796637,10805,726,0,0,0,0,NA
ABCB6,chr2:220074487-220083712,6207,3018,45.34162393,98.65837607,0.108177286,0.484100447,0.223460413
ABCB7,chrX:74273006-74376175,100641,2327,279.2761197,960.7238804,0.041094113,6.113965149,0.006721352
ABCB8,chr7:150725508-150744869,14626,4296,377.661919,1076.338081,0.38238283,3.71026722,0.103060725
ABCB9,chr12:123405497-123451056,33988,2032,56.24018225,124.7598178,0.024504275,0.90922587,0.026950702
ABCC1,chr16:16043433-16236930,183633,6563,1049.04767,9119.262595,0.084599004,20.57681124,0.004111376
ABCC10,chr6:43395291-43418163,13587,4652,312.5896987,1913.410301,0.340699772,6.091007831,0.055934877
ABCC11,chr16:48200821-48269088,60499,4416,0.972222222,2.027777778,0.000237979,0.006800049,0.034996616
ABCC12,chr16:48116883-48180681,58630,5168,0,0,0,0,NA
ABCC13,chr21:15646119-15673692,16775,712,0,0,0,0,NA
ABCC2,chr10:101542354-101611949,64149,5446,61.73385834,166.2661417,0.014251294,0.452112941,0.031521534
ABCC3,chr17:48712217-48769063,31186,1780,0,0,0,0,NA
ABCC4,chr13:95672082-95953687,202600,2654,41.91156053,308.0884395,0.003063481,1.719076645,0.00178205
ABCC5,chr3:183637723-183735727,32214,756,103.0915171,202.9084829,0.047391345,3.974652497,0.011923393
ABCC5-AS1,chr3:183724125-183729207,4613,469,0,0,0,0,NA
ABCC6,chr16:16243421-16317328,1567,256,0,0,0,0,NA
ABCC6P1,chr16:18582569-18609607,24314,2724,0,0,0,0,NA
ABCC6P2,chr16:14916288-14918559,1565,706,0,0,0,0,NA
ABCC8,chr11:17414431-17498392,79037,4921,0,0,0,0,NA
ABCC9,chr12:21950323-22089628,126851,4532,0,0,0,0,NA
ABCD1,chrX:152990322-153010216,16230,3664,173.0753516,795.9246484,0.157920118,3.216897665,0.049090812
ABCD2,chr12:39945021-40013843,63481,5341,567.7429555,2069.257044,0.132442921,5.737366861,0.023084269
ABCD3,chr1:94883932-94984219,59361,786,125.5248552,419.4751448,0.031314774,7.903226756,0.003962277
ABCD4,chr14:74751979-74769767,14631,3029,1256.384517,1856.615483,1.271655054,9.077023312,0.140096044
ABCE1,chr4:146019155-146050676,27327,4191,376.0522699,7812.94773,0.203787252,27.60692365,0.007381744
ABCF1,chr6:30539169-30559309,16676,3350,361.5367308,4796.463269,0.321056374,21.20298823,0.015142034
ABCF2,chr7:150904922-150924460,11195,2122,94.33284685,973.6671532,0.1247842,6.794944219,0.018364271
ABCF3,chr3:183903862-183911795,5361,2572,1165.003842,3369.996159,3.218120533,19.40346081,0.165852915
ABCG1,chr21:43619798-43717354,74351,2811,1047.47254,5776.52746,0.208629919,30.43173776,0.006855669
ABCG2,chr4:89011415-89152474,64165,3947,5,58,0.001153965,0.21761139,0.005302869
ABCG4,chr11:119019749-119033374,9465,3511,0,0,0,0,NA
ABCG5,chr2:44039610-44065958,23608,2740,2,0,0.00125456,0,inf
ABCG8,chr2:44066102-44105605,36838,2665,0,0,0,0,NA
