gene_id,gene_iv,gene_CIR_length,gene_CER_length,gene_CIR_read_count,gene_CER_read_count,gene_CIR_RPKM,gene_CER_RPKM,gene_IRI
A1BG,chr19:58858171-58864865,4928,1766,61.71307496,601.286925,0.186885385,5.081125407,0.036780313
A1BG-AS1,chr19:58863335-58866549,1084,2130,80.79611848,12.20388152,1.112320825,0.085504157,13.00896772
A1CF,chr10:52559168-52645435,76738,9221,5,0,0.000972363,0,inf
A2M,chr12:9220303-9268558,43602,4653,25.1843012,10.8156988,0.008619704,0.034688889,0.248486021
A2M-AS1,chr12:9217772-9220651,692,2187,2.172839506,29.82716049,0.046858719,0.203531663,0.230228151
A2ML1,chr12:8975149-9029381,27993,3618,5,1,0.002665566,0.004124775,0.646232987
A2MP1,chr12:9381128-9386803,4474,1201,9.825897819,3.174102181,0.032775182,0.039440894,0.830994918
A3GALT2,chr1:33772366-33786699,13310,1023,20.96503497,0.034965035,0.023506414,0.000510067,46.08495868
A4GALT,chr22:43088126-43116876,26658,2092,0,0,0,0,NA
A4GNT,chr3:137842559-137851229,6899,1771,0,0,0,0,NA
AA06,chr17:31856805-31860779,3342,632,0,0,0,0,NA
AAAS,chr12:53701239-53715412,12336,1738,91.16400995,1349.83599,0.110285372,11.5904443,0.009515198
AACS,chr12:125549924-125627871,74626,3321,111.3085611,906.6914389,0.022259082,4.074360871,0.005463208
AACSP1,chr5:178191863-178203277,9241,2173,0,0,0,0,NA
AADAC,chr3:151531860-151546276,12810,1606,0,0,0,0,NA
AADACL2,chr3:151451703-151475556,22353,1500,0,0,0,0,NA
AADACL2-AS1,chr3:151468966-151645963,176225,712,7,0,0.000592788,0,inf
AADACL3,chr1:12776117-12788726,8560,3832,0,0,0,0,NA
AADACL4,chr1:12704565-12727097,20957,1575,0,0,0,0,NA
AADACP1,chr3:151488243-151502682,13150,1289,0,0,0,0,NA
AADAT,chr4:170981372-171011538,27473,2030,1,0,0.000543204,0,inf
AAED1,chr9:99403532-99417599,12842,1225,31.99929248,605.0007075,0.037185752,7.370359075,0.005045311
AAGAB,chr15:67493012-67547536,50718,3021,195.235631,2673.764369,0.057446796,13.2081277,0.004349352
AAK1,chr2:69685126-69870977,152271,21265,917.9409594,7094.742374,0.089963512,4.97897672,0.018068675
AAMDC,chr11:77532207-77583398,50687,504,84.1055164,138.8944836,0.024762629,4.112664798,0.006021067
AAMP,chr2:219128851-219134893,4249,1793,105.0735006,3257.926499,0.369041599,27.1162635,0.013609604
AANAT,chr17:74449432-74466199,1488,846,7.569485254,7.430514746,0.075915817,0.131074253,0.579181763
AAR2,chr20:34824338-34844863,17760,2486,540.8424565,2624.157543,0.454461051,15.75279543,0.028849549
AARD,chr8:117950463-117956239,3990,1786,0,2,0,0.016711575,0
AARS,chr16:70286296-70323412,33772,3344,117.8440511,3841.155949,0.052073856,17.14211971,0.003037772
AARS2,chr6:44266462-44281063,9819,4782,41.45606507,728.5439349,0.063007126,2.273605065,0.027712432
AARSD1,chr17:41102542-41116515,12609,1364,0,0,0,0,NA
AASDH,chr4:57204450-57253674,35569,1687,39.5255599,566.4744401,0.016583463,5.011111765,0.003309338
AASDHPPT,chr11:105948291-105969419,18267,2861,130.2276189,1903.772381,0.106390959,9.930383415,0.010713681
AASS,chr7:121713597-121784344,64876,5871,39.5,293.5,0.009086191,0.746044749,0.012179151
AATF,chr17:35306174-35414171,105856,2141,371.8740156,5079.125984,0.0524263,35.40309015,0.00148084
AATK,chr17:79091095-79139872,9564,5042,0,27,0,0.079915271,0
AATK-AS1,chr17:79139306-79156964,16081,1577,0,0,0,0,NA
ABAT,chr16:8768443-8878432,58952,4689,0,0,0,0,NA
ABCA1,chr9:107543283-107690527,136742,10502,20.66666667,247.3333333,0.002255472,0.351462901,0.006417382
ABCA10,chr17:67144147-67240956,90478,6331,37.02238806,11.97761194,0.006106471,0.028233634,0.216283561
ABCA11P,chr4:419223-467998,46880,1895,52.03421053,82.96578947,0.016564191,0.653369246,0.025351959
ABCA12,chr2:215796265-216003151,92404,7895,19.82777778,0.172222222,0.003202227,0.000325541,9.836627307
ABCA13,chr7:48211056-48687091,458851,17184,0,11,0,0.009552945,0
ABCA17P,chr16:2390922-2476700,81590,4188,0,0,0,0,NA
ABCA2,chr9:139901685-139923374,12901,7940,30.21732066,5019.782679,0.034954366,9.434812335,0.003704829
ABCA3,chr16:2325878-2390747,58246,6623,0,0,0,0,NA
ABCA4,chr1:94458393-94586705,120987,7325,0,0,0,0,NA
ABCA5,chr17:67240575-67323323,61950,8046,31.69102376,796.3089762,0.007634205,1.476965789,0.005168843
ABCA6,chr17:67074846-67138015,57873,5296,1,6,0.000257865,0.016907217,0.015251787
ABCA7,chr19:1040101-1065570,18651,6818,140.067251,5342.932749,0.112073603,11.69476674,0.009583227
ABCA8,chr17:66863427-66951533,82102,5708,0,0,0,0,NA
ABCA9,chr17:66970772-67057136,80063,6301,2,1,0.000372792,0.002368424,0.157401047
ABCB1,chr7:87133178-87342639,204745,4716,62.4019883,777.5980117,0.004548351,2.460652002,0.001848433
ABCB10,chr1:229652328-229694442,38257,3857,107.8910389,1500.108961,0.042086549,5.804195329,0.007251057
ABCB11,chr2:169779448-169887833,103610,4775,0,1,0,0.003125327,0
ABCB4,chr7:87031360-87105019,69671,3826,41.22121212,13.77878788,0.00882953,0.053744608,0.164286798
ABCB5,chr7:20655244-20796637,10805,726,0,0,0,0,NA
ABCB6,chr2:220074487-220083712,6207,3018,21.79632417,205.2036758,0.052404715,1.014693208,0.051645872
ABCB7,chrX:74273006-74376175,100641,2327,95.81891487,1415.181085,0.014208399,9.075790971,0.001565527
ABCB8,chr7:150725508-150744869,14626,4296,193.1965314,1296.803469,0.19712541,4.504833497,0.043758645
ABCB9,chr12:123405497-123451056,33988,2032,17.49381917,98.50618083,0.007681179,0.723450183,0.010617426
ABCC1,chr16:16043433-16236930,186934,6563,462.0823527,10297.91765,0.036889259,23.41617004,0.001575375
ABCC10,chr6:43395291-43418163,13587,4652,243.3139541,2269.686046,0.267246665,7.281065441,0.036704335
ABCC11,chr16:48200821-48269088,60499,4416,0,0,0,0,NA
ABCC12,chr16:48116883-48180681,58630,5168,0,0,0,0,NA
ABCC13,chr21:15646119-15673692,16775,712,0,0,0,0,NA
ABCC2,chr10:101542354-101611949,64149,5446,16.8955,91.1045,0.00393052,0.249649698,0.015744141
ABCC3,chr17:48712217-48769063,31186,1780,0,0,0,0,NA
ABCC4,chr13:95672082-95953687,202600,2654,37.09091642,221.9090836,0.002732102,1.247794348,0.002189545
ABCC5,chr3:183637723-183735727,7334,756,80.14280735,215.8571927,0.163076919,4.26102009,0.038271802
ABCC5-AS1,chr3:183724125-183729207,4613,469,0,0,0,0,NA
