gene_id,gene_iv,gene_CIR_length,gene_CER_length,gene_CIR_read_count,gene_CER_read_count,gene_CIR_RPKM,gene_CER_RPKM,gene_IRI
A1BG,chr19:58858171-58864865,4928,1766,24.84646543,1161.153535,0.06920188,9.024495357,0.007668227
A1BG-AS1,chr19:58863335-58866549,1084,2130,62.01869926,7.981300742,0.785267001,0.051430181,15.26860285
A1CF,chr10:52559168-52645435,76738,9221,0,0,0,0,NA
A2M,chr12:9220303-9268558,43602,4653,14.23992248,1.760077519,0.004482551,0.005191857,0.863380968
A2M-AS1,chr12:9217772-9220651,692,2187,1.752948183,12.24705182,0.034768581,0.076861127,0.452355851
A2ML1,chr12:8975149-9029381,27993,3618,0,0,0,0,NA
A2MP1,chr12:9381128-9386803,4474,1201,1.839416058,1.160583942,0.005642973,0.013263481,0.425451877
A3GALT2,chr1:33772366-33786699,13310,1023,7,0,0.00721845,0,inf
A4GALT,chr22:43088126-43116876,26658,2092,0,1,0,0.006560883,0
A4GNT,chr3:137842559-137851229,6899,1771,0,0,0,0,NA
AA06,chr17:31856805-31860779,3342,632,0,0,0,0,NA
AAAS,chr12:53701239-53715412,12336,1738,47.96023609,1394.039764,0.053361856,11.00903789,0.004847095
AACS,chr12:125549924-125627871,74626,3321,41.20255548,994.7974445,0.007578059,4.111400288,0.001843182
AACSP1,chr5:178191863-178203277,9241,2173,0,0,0,0,NA
AADAC,chr3:151531860-151546276,12810,1606,0,0,0,0,NA
AADACL2,chr3:151451703-151475556,22353,1500,0,0,0,0,NA
AADACL2-AS1,chr3:151468966-151645963,176225,712,7,0,0.000545198,0,inf
AADACL3,chr1:12776117-12788726,8560,3832,0,0,0,0,NA
AADACL4,chr1:12704565-12727097,20957,1575,0,0,0,0,NA
AADACP1,chr3:151488243-151502682,13150,1289,0,0,0,0,NA
AADAT,chr4:170981372-171011538,27473,2030,0,0,0,0,NA
AAED1,chr9:99403532-99417599,12842,1225,0.310077519,358.6899225,0.000331407,4.018898733,8.25E-05
AAGAB,chr15:67493012-67547536,50718,3021,75.95992063,3188.040079,0.020556367,14.48428374,0.001419219
AAK1,chr2:69685126-69870977,164586,21265,230.2530855,2880.746915,0.019201561,1.859360904,0.010326968
AAMDC,chr11:77532207-77583398,50687,504,16.87977695,138.1202231,0.00457082,3.761410315,0.001215188
AAMP,chr2:219128851-219134893,4249,1793,41.05353581,3973.946464,0.132613523,30.42045455,0.004359354
AANAT,chr17:74449432-74466199,1488,846,11.18870136,9.81129864,0.103204997,0.159176924,0.648366577
AAR2,chr20:34824338-34844863,17760,2486,145.2058231,1699.794177,0.112218652,9.384673967,0.011957651
AARD,chr8:117950463-117956239,3990,1786,0,0,0,0,NA
AARS,chr16:70286296-70323412,33772,3344,25.94175707,4147.058243,0.010543058,17.02150053,0.000619396
AARS2,chr6:44266462-44281063,9819,4782,5.875880759,533.1241192,0.008213527,1.530180756,0.005367684
AARSD1,chr17:41102542-41116515,12609,1364,0,0,0,0,NA
AASDH,chr4:57204450-57253674,35569,1687,16.5,444.5,0.006367021,3.616434963,0.001760579
AASDHPPT,chr11:105948291-105969419,18267,2861,122.9564771,2078.043523,0.092386424,9.969210312,0.009267176
AASS,chr7:121713597-121784344,64876,5871,5,80,0.001057815,0.187025956,0.005655982
AATF,chr17:35306174-35414171,105856,2141,112.3693213,4335.630679,0.014569889,27.79454634,0.0005242
AATK,chr17:79091095-79139872,9564,5042,0,402,0,1.094327186,0
AATK-AS1,chr17:79139306-79156964,16081,1577,1,0,0.000853515,0,inf
ABAT,chr16:8768443-8878432,58952,4689,0,0,0,0,NA
ABCA1,chr9:107543283-107690527,136742,10502,25.18754605,236.8124539,0.00252818,0.309497041,0.008168671
ABCA10,chr17:67144147-67240956,90478,6331,0.037267081,10.96273292,5.65E-06,0.023766788,0.000237868
ABCA11P,chr4:419223-467998,46880,1895,9,59,0.002634989,0.427333337,0.006166122
ABCA12,chr2:215796265-216003151,92404,7895,6,0,0.000891219,0,inf
ABCA13,chr7:48211056-48687091,458851,17184,3,3,8.97E-05,0.002396188,0.037450065
ABCA17P,chr16:2390922-2476700,81590,4188,0,0,0,0,NA
ABCA2,chr9:139901685-139923374,12901,7940,13.55637334,4238.443627,0.014422619,7.326724903,0.001968495
ABCA3,chr16:2325878-2390747,58246,6623,0,0,0,0,NA
