gene_id	gene_iv	gene_CIR_length	gene_CER_length	gene_CIR_read_count	gene_CER_read_count	gene_CIR_RPKM	gene_CER_RPKM	gene_IRI
A1BG	chr19:58858171-58864865	4928	1766	16.3680302215	166.631969778	0.047665939052	1.35409789581	0.0352012503671
A1BG-AS1	chr19:58863335-58866549	1084	2130	21.7294113908	5.2705886092	0.287674332667	0.0355109221239	8.1010099277
A1CF	chr10:52559168-52645435	76738	9221	7.27586206897	6.72413793103	0.00136068129772	0.0104650432059	0.130021565219
A2M	chr12:9220303-9268558	43602	4653	19.3101459861	28.6898540139	0.00635567352916	0.0884866431882	0.0718263604558
A2M-AS1	chr12:9217772-9220651	692	2187	5.12360248447	11.8763975155	0.106255585169	0.077932458453	1.36343171098
A2ML1	chr12:8975149-9029381	27993	3618	3.0	0.0	0.0015379925963	0.0	inf
A2MP1	chr12:9381128-9386803	4474	1201	3.90082644628	0.099173553719	0.012512470968	0.00118504625617	10.5586350767
A3GALT2	chr1:33772366-33786699	13310	1023	29.0	0.0	0.031268163679	0.0	inf
A4GALT	chr22:43088126-43116876	26658	2092	0.192307692308	1.80769230769	0.000103526498873	0.0124006732434	0.00834845792968
A4GNT	chr3:137842559-137851229	6899	1771	0.0	0.0	0.0	0.0	NA
AA06	chr17:31856805-31860779	3342	632	0.0	0.0	0.0	0.0	NA
AAAS	chr12:53701239-53715412	12336	1738	35.687206264	1694.31279374	0.041516489566	13.9902750343	0.00296752490314
AACS	chr12:125549924-125627871	74626	3321	102.148457596	753.851542404	0.019643735772	3.25761222718	0.00603010254201
AACSP1	chr5:178191863-178203277	9241	2173	0.0	0.0	0.0	0.0	NA
AADAC	chr3:151531860-151546276	12810	1606	0.0	0.0	0.0	0.0	NA
AADACL2	chr3:151451703-151475556	22353	1500	0.0	0.0	0.0	0.0	NA
AADACL2-AS1	chr3:151468966-151645963	176225	712	14.0	0.0	0.0011401000132	0.0	inf
AADACL3	chr1:12776117-12788726	8560	3832	0.0	0.0	0.0	0.0	NA
AADACL4	chr1:12704565-12727097	20957	1575	0.0	0.0	0.0	0.0	NA
AADACP1	chr3:151488243-151502682	13150	1289	0.0	0.0	0.0	0.0	NA
AADAT	chr4:170981372-171011538	27473	2030	0.0	0.0	0.0	0.0	NA
AAED1	chr9:99403532-99417599	12842	1225	2.42435897436	227.575641026	0.002709235108	2.66607351302	0.00101618919912
AAGAB	chr15:67493012-67547536	50718	3021	166.54309231	3607.45690769	0.0471245199468	17.1369236169	0.00274988212589
AAK1	chr2:69685126-69870977	164586	21265	690.697309484	5158.30269052	0.0602250692448	3.48115908317	0.0173002921745
AAMDC	chr11:77532207-77583398	50687	504	65.0828084769	117.917191523	0.0184268937743	3.35760052958	0.00548811379196
AAMP	chr2:219128851-219134893	4249	1793	40.2560278265	4855.74397217	0.135964842143	38.8649330948	0.00349839383001
AANAT	chr17:74449432-74466199	1488	846	23.2364312529	21.7635687471	0.224103650598	0.369183415054	0.607025238566
AAR2	chr20:34824338-34844863	17760	2486	466.777377778	3031.22262222	0.377180535491	17.4984323726	0.0215551043351
AARD	chr8:117950463-117956239	3990	1786	0.0	2.0	0.0	0.0160705586967	0.0
AARS	chr16:70286296-70323412	33772	3344	51.0145234724	5433.98547653	0.0216780137748	23.3203271602	0.000929575885704
AARS2	chr6:44266462-44281063	9819	4782	37.6821054532	1048.31789455	0.0550744710599	3.14605174646	0.0175059012052
AARSD1	chr17:41102542-41116515	12609	1364	0.0	0.0	0.0	0.0	NA
AASDH	chr4:57204450-57253674	35569	1687	39.0599284052	528.940071595	0.0157594922771	4.49959910109	0.0035024214209
AASDHPPT	chr11:105948291-105969419	18267	2861	144.911259462	1934.08874054	0.113845884742	9.70154657812	0.011734818137
AASS	chr7:121713597-121784344	64876	5871	15.8538011696	139.14619883	0.00350696778376	0.340127463815	0.0103107456964
AATF	chr17:35306174-35414171	105856	2141	209.709232578	6132.29076742	0.0284305005528	41.1044182529	0.000691665318747
AATK	chr17:79091095-79139872	9564	5042	2.0	19.0	0.00300104745214	0.0540795655308	0.0554931871712
AATK-AS1	chr17:79139306-79156964	16081	1577	0.0	0.0	0.0	0.0	NA
ABAT	chr16:8768443-8878432	58952	4689	0.0	0.0	0.0	0.0	NA
ABCA1	chr9:107543283-107690527	136742	10502	59.1744075761	542.825592424	0.0062103263864	0.741772511595	0.00837227895255
ABCA10	chr17:67144147-67240956	90478	6331	12.0069529652	12.9930470348	0.00190446173721	0.0294524299231	0.0646622958507
ABCA11P	chr4:419223-467998	46880	1895	30.6232424242	80.3767575758	0.00937445445969	0.608700561804	0.0154007652497
ABCA12	chr2:215796265-216003151	92404	7895	21.0	0.0	0.00326145174709	0.0	inf
ABCA13	chr7:48211056-48687091	458851	17184	5.0	7.0	0.000156379836985	0.00584596499143	0.0267500467783
ABCA17P	chr16:2390922-2476700	81590	4188	0.0	0.0	0.0	0.0	NA
ABCA2	chr9:139901685-139923374	12901	7940	13.2896736752	3356.71032632	0.0147833675998	6.06702516648	0.00243667484379
ABCA3	chr16:2325878-2390747	58246	6623	0.0	0.0	0.0	0.0	NA
ABCA4	chr1:94458393-94586705	120987	7325	0.0	0.0	0.0	0.0	NA
ABCA5	chr17:67240575-67323323	61950	8046	9.18958413554	334.810415864	0.00212881039329	0.597174653651	0.00356480366385
ABCA6	chr17:67074846-67138015	57873	5296	2.0	3.0	0.000495948332249	0.00812934795097	0.0610071478352
ABCA7	chr19:1040101-1065570	18651	6818	49.880420767	2707.11957923	0.0383804816453	5.6981368757	0.00673561946343
ABCA8	chr17:66863427-66951533	82102	5708	0.0	0.0	0.0	0.0	NA
ABCA9	chr17:66970772-67057136	80063	6301	1.07865168539	1.92134831461	0.000193344490644	0.00437601758354	0.0441827499441
ABCB1	chr7:87133178-87342639	204745	4716	32.0300144077	489.969985592	0.00224505127035	1.49100161829	0.00150573362417
ABCB10	chr1:229652328-229694442	38257	3857	62.9023812385	2078.09761876	0.0235960120762	7.73212275224	0.00305168617109
ABCB11	chr2:169779448-169887833	103610	4775	0.0	1.0	0.0	0.00300544689343	0.0
ABCB4	chr7:87031360-87105019	69671	3826	45.8362682102	33.1637317898	0.00944147053675	0.124394409463	0.0758994763307
ABCB5	chr7:20655244-20796637	10805	726	0.0	0.0	0.0	0.0	NA
ABCB6	chr2:220074487-220083712	6207	3018	7.10785714286	371.892142857	0.0164338523009	1.7683987601	0.00929306934143
ABCB7	chrX:74273006-74376175	100641	2327	71.4950849558	1464.50491504	0.0101949166012	9.03185349956	0.00112877346844
ABCB8	chr7:150725508-150744869	14626	4296	154.284889511	2006.71511049	0.151384098523	6.70353501925	0.0225827265895
ABCB9	chr12:123405497-123451056	33988	2032	22.0913931188	171.908606881	0.00932781509994	1.21410529041	0.00768287163694
ABCC1	chr16:16043433-16236930	186934	6563	402.83790909	9874.16209091	0.0309260510399	21.5913740981	0.0014323336208
ABCC10	chr6:43395291-43418163	13587	4652	120.09367886	1952.90632114	0.126846651659	6.02454342799	0.0210549817052
ABCC11	chr16:48200821-48269088	60499	4416	1.29577464789	1.70422535211	0.000307371585069	0.00553834991468	0.0554987658426
ABCC12	chr16:48116883-48180681	58630	5168	0.0	0.0	0.0	0.0	NA
ABCC13	chr21:15646119-15673692	16775	712	0.0	0.0	0.0	0.0	NA
ABCC2	chr10:101542354-101611949	64149	5446	6.5	54.5	0.00145413892586	0.143615495029	0.0101252230866
ABCC3	chr17:48712217-48769063	31186	1780	0.0	0.0	0.0	0.0	NA
ABCC4	chr13:95672082-95953687	202600	2654	34.3373514367	227.662648563	0.00243225881848	1.23104321756	0.00197577045533
ABCC5	chr3:183637723-183735727	32214	756	31.3352303523	176.664769648	0.0139595259879	3.3535948206	0.00416255592421
ABCC5-AS1	chr3:183724125-183729207	4613	469	0.0	0.0	0.0	0.0	NA
ABCC6	chr16:16243421-16317328	1567	256	0.0	0.0	0.0	0.0	NA
ABCC6P1	chr16:18582569-18609607	24314	2724	0.0	0.0	0.0	0.0	NA
ABCC6P2	chr16:14916288-14918559	1565	706	0.0	0.0	0.0	0.0	NA
ABCC8	chr11:17414431-17498392	79037	4921	2.0	0.0	0.000363146600101	0.0	inf
ABCC9	chr12:21950323-22089628	126851	4532	0.0	0.0	0.0	0.0	NA
ABCD1	chrX:152990322-153010216	16230	3664	64.475402725	1410.52459727	0.0570109106208	5.52468642792	0.0103193025278
ABCD2	chr12:39945021-40013843	63481	5341	454.236972812	2061.76302719	0.102688345282	5.53985762705	0.018536278763
ABCD3	chr1:94883932-94984219	59361	786	58.17890235	526.82109765	0.0140652271079	9.61884767121	0.00146225697596
