gene_id	gene_iv	gene_CIR_length	gene_CER_length	gene_CIR_read_count	gene_CER_read_count	gene_CIR_RPKM	gene_CER_RPKM	gene_IRI
A1BG	chr19:58858171-58864865	4928	1766	39.8728371599	680.12716284	0.117317950904	5.58415480978	0.0210090792431
A1BG-AS1	chr19:58863335-58866549	1084	2130	76.2009489178	11.7990510822	1.01926972887	0.0803203342122	12.6900583628
A1CF	chr10:52559168-52645435	76738	9221	0.0	0.0	0.0	0.0	NA
A2M	chr12:9220303-9268558	43602	4653	15.0854256854	4.91457431457	0.00501659670038	0.0153147842506	0.327565613611
A2M-AS1	chr12:9217772-9220651	692	2187	2.295	51.705	0.0480877685208	0.342800769727	0.14027905643
A2ML1	chr12:8975149-9029381	27993	3618	1.0	0.0	0.000517974744486	0.0	inf
A2MP1	chr12:9381128-9386803	4474	1201	4.50906432749	1.49093567251	0.0146133060642	0.0180000589536	0.811847677935
A3GALT2	chr1:33772366-33786699	13310	1023	10.0	0.0	0.0108938144421	0.0	inf
A4GALT	chr22:43088126-43116876	26658	2092	0.0	2.0	0.0	0.0138620143618	0.0
A4GNT	chr3:137842559-137851229	6899	1771	0.0	1.0	0.0	0.00818727669249	0.0
AA06	chr17:31856805-31860779	3342	632	0.0	0.0	0.0	0.0	NA
AAAS	chr12:53701239-53715412	12336	1738	50.5244689434	1512.47553106	0.0593861848381	12.6181769734	0.00470639974087
AACS	chr12:125549924-125627871	74626	3321	61.8729707507	1016.12702925	0.0120217815985	4.43646599716	0.00270976529657
AACSP1	chr5:178191863-178203277	9241	2173	0.0	0.0	0.0	0.0	NA
AADAC	chr3:151531860-151546276	12810	1606	0.0	0.0	0.0	0.0	NA
AADACL2	chr3:151451703-151475556	22353	1500	0.0	0.0	0.0	0.0	NA
AADACL2-AS1	chr3:151468966-151645963	23034	712	0.0	0.0	0.0	0.0	NA
AADACL3	chr1:12776117-12788726	8560	3832	0.0	0.0	0.0	0.0	NA
AADACL4	chr1:12704565-12727097	20957	1575	0.0	0.0	0.0	0.0	NA
AADACP1	chr3:151488243-151502682	13150	1289	0.0	0.0	0.0	0.0	NA
AADAT	chr4:170981372-171011538	27473	2030	0.0	9.0	0.0	0.0642842380303	0.0
AAED1	chr9:99403532-99417599	12842	1225	7.27480916031	494.72519084	0.00821385379816	5.85579635491	0.00140268774737
AAGAB	chr15:67493012-67547536	50718	3021	115.919409405	2664.0805906	0.0331399668323	12.7865877142	0.00259177566158
AAK1	chr2:69685126-69870977	164586	21265	405.266346664	6590.73365334	0.0357030797396	4.49393103253	0.00794473245832
AAMDC	chr11:77532207-77583398	50687	504	29.0887982493	115.911201751	0.00832122415405	3.33467029673	0.00249536638216
AAMP	chr2:219128851-219134893	4249	1793	12.3783684586	3569.62163154	0.0422410498777	28.8668851385	0.00146330474088
AANAT	chr17:74449432-74466199	1488	846	7.68135417009	9.31864582991	0.0748501866582	0.159713075217	0.468654094579
AAR2	chr20:34824338-34844863	17760	2486	301.659550089	2349.34044991	0.246281702163	13.7025962373	0.0179733605149
AARD	chr8:117950463-117956239	3990	1786	0.0	2.0	0.0	0.0162370291404	0.0
AARS	chr16:70286296-70323412	33772	3344	34.8853113735	3442.11468863	0.0149776560135	14.9250947482	0.00100352167046
AARS2	chr6:44266462-44281063	9819	4782	17.0928723857	690.907127614	0.025240957129	2.09492331531	0.0120486305845
AARSD1	chr17:41102542-41116515	12609	1364	0.0	0.0	0.0	0.0	NA
AASDH	chr4:57204450-57253674	35569	1687	23.2828555198	596.71714448	0.0094912326005	5.12874920066	0.00185059401994
AASDHPPT	chr11:105948291-105969419	18267	2861	145.558898499	1956.4411015	0.115539254414	9.91532489364	0.0116525939043
AASS	chr7:121713597-121784344	64876	5871	18.2611111111	237.738888889	0.00408132484386	0.587146095582	0.006951123195
AATF	chr17:35306174-35414171	105856	2141	192.827771282	4440.17222872	0.0264126594266	30.0705365897	0.000878356771181
AATK	chr17:79091095-79139872	9564	5042	2.0	113.0	0.00303213446725	0.324962787293	0.00933071288719
AATK-AS1	chr17:79139306-79156964	16081	1577	0.0	0.0	0.0	0.0	NA
ABAT	chr16:8768443-8878432	58952	4689	0.0	0.0	0.0	0.0	NA
ABCA1	chr9:107543283-107690527	136742	10502	22.1314102564	175.868589744	0.0023467411582	0.242814320223	0.00966475599974
ABCA10	chr17:67144147-67240956	90478	6331	12.0	8.0	0.00192307526989	0.0183221191248	0.104959216605
ABCA11P	chr4:419223-467998	46880	1895	37.2569118414	69.7430881586	0.0115233109211	0.533641981748	0.0215937113557
ABCA12	chr2:215796265-216003151	92404	7895	18.8888888889	0.111111111111	0.0029639690848	0.000204062585636	14.524804121
ABCA13	chr7:48211056-48687091	458851	17184	38.8266570308	362.173342969	0.00122692028249	0.305597816425	0.004014820187
ABCA17P	chr16:2390922-2476700	81590	4188	0.0	0.0	0.0	0.0	NA
ABCA2	chr9:139901685-139923374	12901	7940	9.11749486449	4587.88250514	0.0102473172323	8.37818245118	0.00122309549738
ABCA3	chr16:2325878-2390747	58246	6623	0.0	0.0	0.0	0.0	NA
ABCA4	chr1:94458393-94586705	120987	7325	0.0	0.0	0.0	0.0	NA
ABCA5	chr17:67240575-67323323	61950	8046	17.7433290724	545.256670928	0.00415290336429	0.982605042281	0.00422642179268
ABCA6	chr17:67074846-67138015	57873	5296	0.0	5.0	0.0	0.0136892626722	0.0
ABCA7	chr19:1040101-1065570	18651	6818	37.3860705393	2882.61392946	0.0290646921932	6.1303816561	0.00474109016757
ABCA8	chr17:66863427-66951533	82102	5708	0.0	0.0	0.0	0.0	NA
ABCA9	chr17:66970772-67057136	80063	6301	0.0	0.0	0.0	0.0	NA
ABCB1	chr7:87133178-87342639	204745	4716	46.398156682	1228.60184332	0.00328583273019	3.77742104139	0.000869861393311
ABCB10	chr1:229652328-229694442	38257	3857	78.0913470001	2599.908653	0.0295971594436	9.77386822845	0.00302819300933
ABCB11	chr2:169779448-169887833	103610	4775	0.0	0.0	0.0	0.0	NA
ABCB4	chr7:87031360-87105019	69671	3826	37.3747897673	74.6252102327	0.0077783009668	0.282812519564	0.0275033827314
ABCB5	chr7:20655244-20796637	10805	726	0.0	0.0	0.0	0.0	NA
ABCB6	chr2:220074487-220083712	6207	3018	12.225742575	160.774257425	0.0285595612115	0.77242319365	0.0369739819393
ABCB7	chrX:74273006-74376175	100641	2327	56.3784731607	1633.62152684	0.00812262485529	10.1791870132	0.000797964006824
ABCB8	chr7:150725508-150744869	14626	4296	59.9444380883	1160.05556191	0.059426664305	3.91536763855	0.0151777993259
ABCB9	chr12:123405497-123451056	33988	2032	6.53888888889	92.4611111111	0.00278956430462	0.659771320685	0.00422807754317
ABCC1	chr16:16043433-16236930	186934	6563	240.964125898	11143.0358741	0.0186905516913	24.618361998	0.000759211831103
ABCC10	chr6:43395291-43418163	13587	4652	68.3687645791	1501.63123542	0.0729612365592	4.68038540499	0.0155887240571
ABCC11	chr16:48200821-48269088	60499	4416	2.0	1.0	0.000479335758356	0.00328343909022	0.145985884064
ABCC12	chr16:48116883-48180681	58630	5168	0.0	0.0	0.0	0.0	NA
ABCC13	chr21:15646119-15673692	16775	712	0.0	4.0	0.0	0.0814588034966	0.0
ABCC2	chr10:101542354-101611949	64149	5446	7.5	75.5	0.00169523301482	0.201014480388	0.00843338754281
ABCC3	chr17:48712217-48769063	31186	1780	0.0	0.0	0.0	0.0	NA
ABCC4	chr13:95672082-95953687	202600	2654	20.4104938272	332.589506173	0.0014607372372	1.81704487364	0.000803908179917
